Issue,Article Title,Abstract,DOI Link,Cambridge Link
Volume 5 - Issue 2 - July 1993,Linguistic analysis of dialect “correction” and its interaction with cognitive salience,"This article considers language variation within one “ethnic” group: Israelis of Middle Eastern origins. Earlier studies (Yaeger-Dror, 1988, 1991) found that singers from the dominant “koiné” -speaking social group (Blanc, 1968) use [r] in pop songs and [R] in casual interviews. This can be defined as a register distinction. On the other hand, singers from a MidEastern ethnolinguistic background, whose underlying dialect includes [r], use [R] even in songs. Given that singers whose vernacular consonant invetory does not even include [r], and who should find it easire to use it categorically, have such a difficult time maintaing [r] consistently (and appropriately) in the song register? One of the recorded variants for these singers “merges” the [r] and [R] into coarticulated [rR]. Why does this previously unattested sound arise, and what does it tell us about the linguistic and sociolinguistic situation? Data from various registers are analyzed in order to discover the answers to these questions. This analysis is concerned with the quantifiable evidence of systematic patterns in the use of these three pronunciations for [r] and uses this evidence to demonstrate that subconscious sociolinguistic pressures on members of the minority community influence them to assimilate to the dominant social group while still retaining ethnolinguistic proof of a narrower ethnic identity. For example, the use of [rR] is found to be correlated with a wish to affiliate with both an [R]-using group and an [r]-using group, showing that sociolinguistic techniques can reveal social psychological ethinc affiliation. Like Trudgill's (1986) discussions of dialects in contact, the present theoretical discussion takes advantage of proposals advanced by Giles, to explain why the data reveal both convergence (toward the dominant out-group) and divergence (toward the in-group) (Giles & Coupland, 1991). Sociolinguistic methods permit a quantitative analysis of the strength of these conflicting tendencies, both of which are subsumed under the technical term “accommodation.” Methods are proposed to determine if choice of the[R] or [rR] variant is conscious or not, and variable rule analysis reveals that for most of the singers the less cognitive salience, the greater the degree of convergence to the Koiné norm [R]. The linguistic factors that are correlated with the relative degree of salience can be used in future studies when the relationship between convergence toward another dialect or language and relative cognitive salience is also at issue.",https://doi.org/10.1017/S0954394500001460,https://www.cambridge.org/core/journals/language-variation-and-change/article/linguistic-analysis-of-dialect-correction-and-its-interaction-with-cognitive-salience/2739EABA4CAAE6C4905412637671C25A
Volume 5 - Issue 2 - July 1993,The messy phonology of Hungarians in South Bend: A contribution to the study of near-mergers,"Standard Hungarian has a short front unrounded low vowel phoneme /ε/, but certain dialects have a mid /e/ as well. The standard /ε/ evolved from a merger of the two phonemes. A formal reading of word groups and a same/different listening test revealed that Hungarian–Americans in South Bend, Indiana, exhibit a continuum between the /ε/ dialect and the /ε/versus /e/ dialect, showing important differences between the informants' perception and production. The Hungarian–American data and metropolitan Hungarian data were compared to Labov, Karen, and Miller's (1991) findings on near-mergers. The importance of investigating perceptual and productive systems separtely is emphasized.",https://doi.org/10.1017/S0954394500001472,https://www.cambridge.org/core/journals/language-variation-and-change/article/messy-phonology-of-hungarians-in-south-bend-a-contribution-to-the-study-of-nearmergers/23A3BE99EDB01A0E2E87E097ABE4F0ED
Volume 5 - Issue 2 - July 1993,Anaphoric reference in creoles and noncreoles,"Anaphoric referential mechanisms are comparatively analyzed in a creole-related set of varieties (the Belizean continuum) and a noncreole language variety (formal and informal styles of American English), with the intent to evaluate the claim that creole languages display linguistic systems distinct from those of other languages. Three categories of topic referents (nominal, pronominal, and periphrastic) are identified in 27 Belizean texts and 12 American texts, and the effect on referent choice of two variables (topic number and stylistic/lectal context) are investigated. Some of the resulting findings inclued: (1) Singl-topic samples display consistent referential strategies in all Belizean lects, whereas multitopic texts indicate lect-linked variations; and (2) Belizean lects are strikingly similar to spontaneous styles of American English, whereas formal American English is markedly distinct in its use of referents, both from Belizean (including acrolects) and from casual English.",https://doi.org/10.1017/S0954394500001484,https://www.cambridge.org/core/journals/language-variation-and-change/article/anaphoric-reference-in-creoles-and-noncreoles/6244C334EB2A151E98FE25D193EF4E77
Volume 5 - Issue 1 - March 1993,Dissecting analogical leveling quantitatively: The case of the innovative potential suffix in Tôkyô Japanese,"Analogical leveling in progress of a potential suffix in Tôkyô Japanese is analyzed within a quantitative paradigm. The phenomenon, whereby an innovative potential and a conservative potential alternate, is shown through a multivariate analysis to be controlled by five factors: sociological variable complex, length of the verb stem, conjugation pattern of the verb, the following inflectional form, and embeddedness of the clause containing the suffix. Most of the linguistic constraints are observed crosslinguistically in language change or variation, giving further credibility to the analysis. Although traditional frequency-based theory of analogical leveling would predict stem frequency to be a possible factor, I demonstrate that it is not in this case. As a principled explanation for this apparent lack of contribution from frequency, the Revised Frequency Hypothesis is proposed.",https://doi.org/10.1017/S095439450000137X,https://www.cambridge.org/core/journals/language-variation-and-change/article/dissecting-analogical-leveling-quantitatively-the-case-of-the-innovative-potential-suffix-in-tokyo-japanese/34777B489DA92B3C4A57D0AF2DBE0D6F
Volume 5 - Issue 1 - March 1993,Subject omission and functional compensation: Evidence from written Brazilian Portuguese,"In Portuguese, subject pronouns may be omitted or expressed explicitly. This variable usage is often attributed to the richness of the system of verbal desinences. However, evidence drawn from a sample of informal written language—personal correspondence of people from Rio de Janeiro—shows that the most important constraints on pronoun usage in subject position are discouse-based. The pronoun tends to be used whenever it is needed to clarify or highlight the correct referent from among a set of possible candidates. Furthermore, the pronoun is less likely to occur when its clasue is tightly connected to the preceding discourse. The quantitative analysis presented here supports the hypothesis that pronoun usage is “functional” in the sense that semantically relevant information tends to be preserved in surface structure.",https://doi.org/10.1017/S0954394500001381,https://www.cambridge.org/core/journals/language-variation-and-change/article/subject-omission-and-functional-compensation-evidence-from-written-brazilian-portuguese/68E0BA8955D9B2BD0261E1D85F36FF9E
Volume 5 - Issue 1 - March 1993,From a small Swedish town to a Finnish city,"The development of language conditions in Helsinki makes it possible to observe many processes of sociolinguistic interest. By European standards, the beginning itself is exceptional. Helsinki was originally founded in the middle of a Swedish-speaking area, which means that it lacked all natural connections with any basis of Finnish dialect from which urban colloquial language and standard spoken Finnish might have emerged. However, throughout the 20th century Helsinki has been the most important Finnish-speaking city, and its colloquial Finnish has served as a model for the evolution of colloquial Finnish throughout the country. One may well wonder how colloquial Helsinki Finnish came into existence in the course of only a few decades and consolidated its position as the model for everyday Finnish.",https://doi.org/10.1017/S0954394500001393,https://www.cambridge.org/core/journals/language-variation-and-change/article/from-a-small-swedish-town-to-a-finnish-city/56F6EF8244DD559C5D9AB68892044023
Volume 5 - Issue 1 - March 1993,Preferred argument structure in spoken French and Spanish,"This article uses the quantitative methodology of goldvarb to examine the variable distribution of lexical noun phrases representing core arguments of the verb in a corpus of spoken French and a corpus of spoken Spanish. It is shown that this distribution is not random, but instead conforms to a grammatically and pragmatically motivated pattern known as Preferred Argument Structure.",https://doi.org/10.1017/S095439450000140X,https://www.cambridge.org/core/journals/language-variation-and-change/article/preferred-argument-structure-in-spoken-french-and-spanish/37981214B55C56E4A0AA6E7C663CCF1D
Volume 5 - Issue 1 - March 1993,Linguistic assimilation in two variables,"This article examines the type of relatively rapid speech modification sometimes called “accommodation” (Trudgill, 1986). In this case, we track change on the part of speakers of Honduran Spanish newly resident among speakers of Northern Mexican Spanish. The two variables investigated are final /n/ velarization and spirantization, both of which differ in the two dialects. (Honduran Spanish velarizes final /n/, while Northern Mexican Spanish does not; Honduran Spanish conserves stops l, r, s and glides, whereas Northern Mexican Spanish produces fricatives.) It is found that, although there is change in the direction of local norms in both variables, velarization shows greater change. In addition, the degree of contact with local speakers also leads to greater change for velarization only. Reasons for the different behavior are considered.",https://doi.org/10.1017/S0954394500001411,https://www.cambridge.org/core/journals/language-variation-and-change/article/linguistic-assimilation-in-two-variables/7C9B939E5037DC40901FFCE0D55F5EEC
Volume 5 - Issue 1 - March 1993,Filling syntactic boundaries in spoken Brazilian Portuguese,"We present results on the grammar of spoken Brazilian Portuguese, focusing on the syntactic boundaries of the main constituents of an utterance. The purpose of examining such sites is twofold: (1) to provide evidence as to the relationship (or mutual exclusion) between boundary and type of filler, and (2) to determine the relationship between boundary and frequency of filling. We find major differences both in the distribution of filling by syntactic adjuncts versus discourse elements and in the susceptibility of different syntactic boundaries to be filled. We discuss the lack of demographic conditioning on the rate of filling.",https://doi.org/10.1017/S0954394500001423,https://www.cambridge.org/core/journals/language-variation-and-change/article/filling-syntactic-boundaries-in-spoken-brazilian-portuguese/B444CC26C326E91B1458AA6A06CEB7A7
Volume 4 - Issue 3 - October 1992,On shear markets and sharing sheep: The merger of EAR and AIR diphthongs in New Zealand English,"A social dialect survey of a New Zealand community documented a change in progress in the pronunciation of the vowels in words such as air and ear. The data support a tentative interpretation that a shift to the variant with the closer onset for AIR words was initiated by middle-aged Pakeha women. This was not followed in any strength by other social groups. More recently there has been a change in the opposite direction, with EAR words being realized by a variant with a more open onset. This is being led by young, working class Pakeha speakers, possibly the women. For some speakers, merger of the two diphthongs is close to completion. The change thus seems to have begun in the past 40 years, but its direction has been reversed in the past 20 years. With the strong following among young speakers for the downward shift toward [eə], this seems the likely direction in which change will continue.",https://doi.org/10.1017/S0954394500000806,https://www.cambridge.org/core/journals/language-variation-and-change/article/on-shear-markets-and-sharing-sheep-the-merger-of-ear-and-air-diphthongs-in-new-zealand-english/D46FD3C4E3A8FD057EF23B62CE94CC65
Volume 4 - Issue 3 - October 1992,Chicano English evidence for the exponential hypothesis: A variable rule pervades lexical phonology,"Guy (1991) proposed a linkage between empirical linguistics, in the morphological constraints of /-t,d/ deletion, and formal linguistic theory, in lexical phonology. He hypothesized an explanation for the actual rate of deletion reported in /-t,d/ studies in the three-tier lexical phonology model (Kiparsky, 1979): namely, that an exponential relationship exists in the relative rate of deletion of /-t,d/ clusters in words, according to different morphological classes as described in the three-tier model. In this article, the hypothesis is tested in the English of 45 Chicanos from Los Angeles, which as a recently formed dialect provides an interesting test case in two respects. A major difference exists between the English of older and younger Chicanos involving the morphological classes associated with /-t,d/ deletion. Additionally, age grading of the /-t,d/ deletion process operates only among the younger speakers. Guy's model receives solid independent confirmation in the Chicano English data. These results simultaneously integrate the three-tier lexical phonology model, Guy's hypothesis, and the dialect-specific characteristics of Chicano English.",https://doi.org/10.1017/S0954394500000818,https://www.cambridge.org/core/journals/language-variation-and-change/article/chicano-english-evidence-for-the-exponential-hypothesis-a-variable-rule-pervades-lexical-phonology/0A892644E756AA025640BD65C721877C
Volume 4 - Issue 3 - October 1992,Verb position in future clauses in Biblical Hebrew,"In clauses with future meaning in Biblical Hebrew, a basically VSO language, there are consistent functional differences between clauses with verb-initial word order and clauses with non-verb-initial word order. Quantitative study shows that verb-initial clauses are associated with future events that come about through cooperation between (some combination of) the speaker, the listener, and God, whereas non-verb-initial clauses are associated with future events that are the result of unilateral action. This is related to the finding of Givón (1977) that, in clauses with past time reference in Biblical Hebrew, verb-initial order is associated with the unmarked function of temporal sequencing and continuity of the narrative, whereas non-verb-initial order is associated with a break in sequencing and discontinuity. If we take verb-initial order as generally associated with unmarked discourse functions, these data suggest that cooperation represents the unmarked expectation in dialogues about the future in the same way that sequencing represents the unmarked expectation in narratives about the past.",https://doi.org/10.1017/S095439450000082X,https://www.cambridge.org/core/journals/language-variation-and-change/article/verb-position-in-future-clauses-in-biblical-hebrew/3C29729B6FB7731778E1897C6F9302E7
Volume 4 - Issue 3 - October 1992,Back to the past: The BEV/creole connection revisited,"This article compares the marking of past temporal reference in Black English Vernacular (BEV) and Trinidadian English (TE), with particular attention to the alternation of Ø and {ed}. The comparison reveals similarities in the patterns of variation according to verb type and phonological conditioning which suggest that past marking in contemporary BEV preserves traces of an earlier process of shift from a creole pattern to one approximating the Standard English pattern. Further examination of the TE data reveals that the use of {ed} is highly constrained in cases where habitual or characteristic past meaning is conveyed; in such cases, the use of Ø is near categorical. These findings may have implications for BEV which future research can clarify. The article also considers the case of stressed remote BIN in BEV and argues that it may have arisen as the result of reanalysis of an earlier creole anterior bin under the influence of unstressed (continuative perfect) bin, derived from English have + been. This provides further support for the view that, though early BEV may not have been a fully fledged creole, it arose through a process of restructuring in which a creole substrate played a significant role. Finally, the article notes that past marking is only one aspect of the overall organization of the BEV tense/mood/aspect system, which shares other features in common with creole varieties, including resultative done and combinatory possibilities among auxiliaries. Future research on these aspects of the BEV verb complex can shed more light on the BEV/creole connection.",https://doi.org/10.1017/S0954394500000831,https://www.cambridge.org/core/journals/language-variation-and-change/article/back-to-the-past-the-bevcreole-connection-revisited/E8460D26D5F3331038CED03CE3797C22
Volume 4 - Issue 3 - October 1992,Contents for Volume 4 (1992),,https://doi.org/10.1017/S0954394500000843,https://www.cambridge.org/core/journals/language-variation-and-change/article/contents-for-volume-4-1992/56034F250F3D35F6F4E38F2C9C6FFF7F
Volume 4 - Issue 2 - July 1992,Introduction: Seven types of continuity in discourse,"This issue of Language Variation and Change brings together seven articles from four continents, North and South America, Europe, and Australia, dealing with Québec French, Brazilian Portuguese, British and Australian English, respectively. Although the geographical spread is great, the articles have in common a focus on how various discourse strategies and devices (punctors, pragmatic expressions, extension particles) maintain coherence or continuity in spoken discourse, and all subscribe to the importance of a rigorous quantitative methodology. They thus bear testimony to the important development in linguistics in recent years that regards discourse processes found mainly in unedited oral speech as crucial data offering a key to the functioning of human language (Ducrot, 1980; Roulet et al., 1985; Schegloff et al., 1977; Schiffrin, 1987; Stenström, 1990).",https://doi.org/10.1017/S0954394500000703,https://www.cambridge.org/core/journals/language-variation-and-change/article/introduction-seven-types-of-continuity-in-discourse/07A3DE8A8C9691406894C7CFE6A4CE81
Volume 4 - Issue 2 - July 1992,Interviewer's linguistic production and its effect on speaker's descriptive style,"A re-examination of primary school descriptions by Anglo, Greek, and Italian speakers in the Sydney sociolinguistic survey focuses on the interactional patterns that characterize the elicitation of a particular text type. Two aspects of the interaction are analyzed—the type or mixture of types of questions asked by the fieldworker within the same or different turns at talk, and the response behavior of the speaker—in order to determine what part of the variability in the text data is the result of the interaction process itself rather than of the characteristics and intentions of the respondents. We hypothesize that a constant feature of every interaction is the negotiation of tension between interviewer and speaker. The results confirm that varying the details of the interviewer's questioning strategy, even when the referential content of the questions seem uniform, can have strong and predictable effects on the nature of the speaker's response. We also demonstrate links among stylistic variation, interactional patterning, and ethnicity differentiation. Where differences in behavior in the same setting have often been attributed to learned patterns of different ethnic or social groups, much of this may instead be due to different degrees of interactional tension. We show that less negotiation of interactional tension is required when the interviewer and the speaker share a set of sociolinguistic assumptions through common ethnic identity, and more negotiation is required when this is not the case.",https://doi.org/10.1017/S0954394500000715,https://www.cambridge.org/core/journals/language-variation-and-change/article/interviewers-linguistic-production-and-its-effect-on-speakers-descriptive-style/1FE83593B699A936AABB84F108567C28
Volume 4 - Issue 2 - July 1992,The sociolinguistics of exemplification in spoken French in Montréal,"Exemplification is considered to be a rhetorical procedure used to illustrate a point. In spoken discourse, we can attribute to it an argumentative and pragmatic character. In this study, the data base is constituted of utterances marked by exemplification particles (par exemple, comme, genre, style, mettons, and disons ‘for example’, ‘like’, ‘of the (…) kind’, ‘of the (…) variety’, ‘let's say’) extracted from two corpora of spoken French in Montréal. One goal is to describe the constraints which govern the choice of discourse variant and at the same time to get the deepest insights possible into the procedure that interrelates these constraints. The main objective is to observe to what extent we can have access to the characteristics of a complex rhetorical phenomenon by using sociolinguistic data.",https://doi.org/10.1017/S0954394500000727,https://www.cambridge.org/core/journals/language-variation-and-change/article/sociolinguistics-of-exemplification-in-spoken-french-in-montreal/0B11DB5EF966D30570D03C59C28C83CA
Volume 4 - Issue 2 - July 1992,L'influence de la loquacité de l'informateur sur la production de signaux backchannel par l'intervieweur en situation d'entrevue sociolinguistique,"Les signaux backchannel sont des signaux gestuels et voco-verbaux qui constituent en quelque sorte la verbalisation de l'écoute par l'allocutaire d'une conversation. Si la fonction métacommunicative de ces signaux dans la gestion de l'interaction est connue, les facteurs de leur production ont été jusqu'à maintenant peu étudiés. L'observation de 11 entrevues sociolinguistiques réalisées dans des conditions comparables par un même intervieweur montre que celuici n'intervient pas de la même façon avec chaque informateur. La loquacité de l'informateur semble exercer une influence importante sur la production quantitative et qualitative de signaux backchannel par l'allocutaire-intervieweur.",https://doi.org/10.1017/S0954394500000739,https://www.cambridge.org/core/journals/language-variation-and-change/article/linfluence-de-la-loquacite-de-linformateur-sur-la-production-de-signaux-backchannel-par-lintervieweur-en-situation-dentrevue-sociolinguistique/901AE367AFAE279CB0B3CA959583501F
Volume 4 - Issue 2 - July 1992,"Extension particles, etc.","The study of the 2700 occurrences of phrase-terminal extension particles (e.g., tout ça ‘all that’, des affaires de même ‘things like that’) in two large corpora of Montréal French reveals that they are typically formed of some combination of a quantifier, a generic and a comparative, and that the particle is optionally prefaced by a connector (the conjunctions puis, et ‘and’, ou ‘or’). The 76 particle types (not counting minor variations) also include a good number of fixed forms (e.g., et cetera) often having an onomatopoeic aspect (e.g., patati patata). Extension particles can be characterized through prosodic, syntactic, and semantic criteria. The analysis bears on the sociodemographic conditioning of overall rates of particle use; of choices within the quantifier, generic, and comparative categories; and of preference for each of four major classes of particle: those containing a universal quantifier, those containing an existential quantifier, those consisting of just a generic and a comparative, and fixed forms. The discourse insertion of the four classes is also analyzed in terms of connector, type of discourse transition, the complexity of the term(s) semantically “extended” by the particle, and the discourse genre. The clearest result pertaining to overall rates of use is an age-grading effect, whereby speakers use fewer particles as they grow older. Within the components, women use more quantifiers than men, and both generics and comparatives are sharply stratified by social class and age. The reconstituted particles tend to favor certain co-occurrence patterns and avoid others more than could be predicted from the component distributions, consistent with a stylistic concord effect. As for the four classes of particle, it is the presence and nature of the connector that have the strongest effects, where puis contrasts with both ou and the null connector, while the complexity of the extended term distinguishes among the classes both by virtue of the number of terms and their syntactic complexity. As is predictable from functional considerations the sociodemographic factors do not contrast the two semantically most distinct classes, involving universal versus existential quantifiers. The linguistic validity of the four classes is confirmed by the fact that their quantitative conditioning is not predictable from the strong sociodemographic conditioning of their component elements, but rather reflects their differential suitability for various discourse functions.",https://doi.org/10.1017/S0954394500000740,https://www.cambridge.org/core/journals/language-variation-and-change/article/extension-particles-etc/F96C6719E5920796DBE3A4F4E92B5852
Volume 4 - Issue 2 - July 1992,Punctors: A pragmatic variable,"Punctors constitute a class of markers that have usually been classified as nervous tics, fillers, or signs of hesitation. The words we consider to be punctors share a number of structural and functional characteristics: they manifest prosodic assimilation to the preceding phrase; they are almost never preceded by a pause; they show a high degree of phonological reduction; and all punctors have lost their original meaning or function. From the analysis of twelve interviews sampled from the Sankoff-Cedergren corpus, we have isolated the following punctors: là ‘there’, tu sais, vous savez ‘you know’, n'est-ce pas ‘isn't it so’, hein ‘eh’, je veux dire ‘I mean to say’, moi ‘me’, osti ‘[communion] host’, vois-tu ‘do you see’, and il/elle dit, j'ai dit ‘he/she says’, ‘I said’ (used in reported discourse). Our main concern in this article is to present the distribution of punctors, within the sentence and within the discourse, and to suggest an explanation of some aspects of their conditioning in terms of the interaction of etymological, discursive, syntactic, and social constraints.",https://doi.org/10.1017/S0954394500000752,https://www.cambridge.org/core/journals/language-variation-and-change/article/punctors-a-pragmatic-variable/0573E3368D930C8F10A9A2547016632E
Volume 4 - Issue 2 - July 1992,Female and male usage of pragmatic expressions in same-sex and mixed-sex interaction,"The present study focuses on the use of the three pragmatic expressions (you know, you see, and I mean) by female and male British English speakers. The aim of the study is two-fold: first, to establish actual differences in usage between men and women over a number of functions of the three pragmatic expressions; second, to find out whether such differences could be correlated to same-sex as opposed to mixed-sex interaction. The results of my investigation show that there are gender-specific differences in the use of pragmatic expressions. Some of the more salient differences were that the women tended to use pragmatic expressions between complete propositions to connect consecutive arguments, whereas the men preferred to use them either as attention-drawing devices or to signal repair work. The two groups also showed differences from the point of view of absolute frequencies, so that, generally speaking, the men used the expressions about 25% more often than the women and in some contexts up to twice as much. The results also point to the use of pragmatic expressions being largely dependent on whether the conversation takes place in a same-sex or in a mixed-sex environment, so that they tend to be used more sparingly in mixed-sex as compared to same-sex interaction.",https://doi.org/10.1017/S0954394500000764,https://www.cambridge.org/core/journals/language-variation-and-change/article/female-and-male-usage-of-pragmatic-expressions-in-samesex-and-mixedsex-interaction/13A649B7467948F05ABAA53EEC373F90
Volume 4 - Issue 2 - July 1992,Discourse markers in the spoken Portuguese of Rio de Janeiro,"We analyze four major classes of discourse marker used in Brazilian Portuguese: né and other requests for feedback; aí, a sequential connector; ah, bom, and other turn initiators; and assim, a marker of explanation. The distribution of these forms is compared in argumentation, description, narration, and other genres and explained in terms of discourse function. Sociodemographic conditioning is also analyzed. An innovative component of the data analysis is an accounting for rates of occurrence per number of clauses in the speech samples studied. The results were elaborated through a series of other studies confirming the discourse function of the various markers. A comparison of the results with previous work on English and French discourse markers reveals striking parallels and raises questions about the grammaticalization of these forms.",https://doi.org/10.1017/S0954394500000776,https://www.cambridge.org/core/journals/language-variation-and-change/article/discourse-markers-in-the-spoken-portuguese-of-rio-de-janeiro/54278ECE825CB43F66FEC0900DD8421D
Volume 4 - Issue 1 - March 1992,The serial effect on internal and external variables,"Examination of three variable concord phenomena in spoken Portuguese of Rio de Janeiro (noun phrase, subject/predicate adjective, subject/verb) demonstrates that the most consistent and strongest variable constraint on the use of concord is the discourse level serial (or parallel processing) effect, that is, a preference for similar forms to co-occur in sections of discourse, even if this results in redundancy or lack of economy. Given the strength of this constraint, we separated the data into two subsets such that one contains only serial occurrences, where parallel processing can operate, whereas the other contains only isolated or first occurrences, where there is no preceding form to trigger the parallel effect. In the serial set, the parallel effect is so strong that other nonsocial constraints are not selected. External forces, such as the normative pressure of the school system toward fully redundant marking, have no significant effect on the serial tokens, although education does correlate with increased use of concord in isolated/first tokens. Thus, in the serial context the linguistic system is so highly constrained that external, and even internal, influences are blocked. We conclude that strong constraints should be identified, and that data in which they are operative should be analyzed separately from data in which they are not present in order to understand the interplay of the diverse forces in the linguistic system.",https://doi.org/10.1017/S0954394500000636,https://www.cambridge.org/core/journals/language-variation-and-change/article/serial-effect-on-internal-and-external-variables/65E2C2BFBD1C73CE667827EBAEA229BD
Volume 4 - Issue 1 - March 1992,Deflection in Flemish between the 13th and 20th centuries: An interplay between analogical and articulatory factors,"This article deals with the linguistic embedding, transition, and actuation of the obliteration of the gerund ending -e in the West Flemish dialect of Bruges between the 13th and 20th centuries. The following factors appear to have played a part in the change: syllable structure of the verb, nasalization of the last consonant of the stem, and frequency of the verb. The study shows that deflection (loss of inflections) started in the 14th century and is almost complete today. There are strong indications that the obliteration of the gerund ending was originally caused by analogical factors, but that articulatory factors played a leading role in the ensuing centuries. The areal spread of the linguistic factors that condition the occurrence of the gerund ending in the dialects in the region around Bruges nowadays suggests that the diachronic development in Bruges is not idiosyncratic for Bruges but holds for a much larger area.",https://doi.org/10.1017/S0954394500000648,https://www.cambridge.org/core/journals/language-variation-and-change/article/deflection-in-flemish-between-the-13th-and-20th-centuries-an-interplay-between-analogical-and-articulatory-factors/0EC5F3A3803A6A08E9FA5B2DDEF01A2D
Volume 4 - Issue 1 - March 1992,Dimensions of register variation in Somali,"The present study uses a multidimensional approach to analyze the linguistic characteristics of Somali spoken and written registers. Somali is unusual in that it has a very short history of literacy (only since 1973), but at present it has a wide range of written and spoken registers, including governmental, educational, and public information uses. It thus represents a very different language type from previously described languages. We analyze the distribution of 65 linguistic features across 279 texts from 26 spoken and written registers, using factor analysis to identify five major dimensions of variation. None of these dimensions defines an absolute dichotomy between spoken and written registers, although three of the dimensions can be considered “oral/literate” parameters. As in the multidimensional analyses of other languages, the present study shows that no single dimension adequately describes the relations among spoken and written registers; rather, each dimension reflects a different set of communicative functions relating to the purpose, general topic, degree of interactiveness, personal involvement, production circumstances, and other physical mode characteristics. In the conclusion, we briefly discuss our findings relative to previous multidimensional analyses of English, Tuvaluan, and Korean, laying the foundation for cross-linguistic analyses of universal tendencies of register variation.",https://doi.org/10.1017/S095439450000065X,https://www.cambridge.org/core/journals/language-variation-and-change/article/dimensions-of-register-variation-in-somali/2BF666DB8B9CE8DF765C729340149819
Volume 4 - Issue 1 - March 1992,Linguistic change in intonation: The use of high rising terminals in New Zealand English,"This article reports sociolinguistic research on linguistic change in an intonation feature of New Zealand English, namely, the use of high rising terminal contours (HRTs) in declarative clauses. Recorded interviews from 75 inhabitants of Porirua, a small city north of Wellington, were analyzed for the use of HRTs. The speaker sample was subdivided according to years of age (20–29, 40–49, 70–79), sex, ethnicity (Maori and Pakeha), and class (working and middle). The results show that linguistic change is in progress, the use of HRTs being favored by young Maori and by young Pakeha women. The results are explained in terms of the function of HRTs as positive politeness markers. The usefulness of the term “linguistic variable” in the analysis of intonational change and discourse features is assessed.",https://doi.org/10.1017/S0954394500000661,https://www.cambridge.org/core/journals/language-variation-and-change/article/linguistic-change-in-intonation-the-use-of-high-rising-terminals-in-new-zealand-english/B76B1440FB11A70BB3DA3F3FD54898F7
Volume 4 - Issue 1 - March 1992,Socially determined variation in ancient Rome,"Phonological and morphological variation in Classical Latin (e.g., diphthongs ae/au vs. monophthongs e/o, retention vs. loss of final consonants and initial h-, GEN SG -is vs. -us/-os, DAT SG in -ae vs. -a, etc.) has typically been treated as regional in nature. However, these seemingly “rural” features cannot be considered instances of purely geographically based variation, for they also occur both on inscriptions from within Rome and in Roman literary usage. Coleman (1990:14) hinted at “a social dimension” to this variation, but only for au versus o variation. We argue, however, that a distinctly social dimension must be recognized for much of this variation, based on: (a) instances of hypercorrection; (b) the observation that datives in -a occur only in private, primarily domestic, inscriptions and never in public or official inscriptions; (c) Augustus's use of “rural” domos for domus, in keeping with the populist image he cultivated upon his return to Rome. This dialectal/sociolectal situation can be best understood, we argue, in terms of the model of urbanization of Milroy (1980) and Bortoni-Ricardo (1985). The transformation of originally geographic variation into socially determined variation in an urban setting resulted from migrations into Rome and the expansion of Rome after the 4th century b.c.",https://doi.org/10.1017/S0954394500000673,https://www.cambridge.org/core/journals/language-variation-and-change/article/socially-determined-variation-in-ancient-rome/EDACFCF845C92FAB71BBD31DD7079D81
Volume 3 - Issue 3 - October 1991,The apparent time construct,"The use of apparent time differences to study language change in progress has been a basic analytical construct in quantitative sociolinguistics for over 30 years. The basic assumption underlying the construct is that, unless there is evidence to the contrary, differences among generations of similar adults mirror actual diachronic developments in a language: the speech of each generation is assumed to reflect the language more or less as it existed at the time when that generation learned the language. In providing a mirror of real time change, apparent time forms the basis of a conceptual framework for exploring language change in progress. However, the basic assumptions that underlie apparent time have never been fully tested. This article tests those assumptions by comparing apparent time data from two recent random sample telephone surveys of Texas speech with real time data from the Linguistic Atlas of the Gulf States, which was conducted some 15 years before the telephone surveys. The real time differences between the linguistic atlas data and the data from the telephone surveys provide strong support for the apparent time construct. Whenever apparent time data in the telephone surveys clearly suggest change in progress, the atlas data show substantially fewer innovative forms. Whenever the apparent time data suggest stable variation, the atlas data are virtually identical to that from the more recent surveys. Whenever the relationships between real and apparent time data are unclear, sorting out mitigating factors, such as nativity and subregional residence, clarifies and confirms the relationships. The results of our test of the apparent time construct suggest that it is unquestionably a valid and useful analytical tool.",https://doi.org/10.1017/S0954394500000569,https://www.cambridge.org/core/journals/language-variation-and-change/article/apparent-time-construct/A3E4C6E5845490AB2FDED57412C31551
Volume 3 - Issue 3 - October 1991,Processing and morpho-semantic effects in complementation in Brazilian Portuguese,"Subordinate clauses in Brazilian Portuguese can be introduced by the complementizers que or de que, both corresponding to ‘that’. Both variants are attested even in the earliest documents, although de que is an innovation with respect to Latin. In the standard language, each variant is used in its own characteristic contexts, but in current usage there is variation. Here, the replacement of either variant by the other is treated in a unified manner, with one phenomenon viewed as the mirror image of the other. Psycholinguistic dimensions, such as the parallel processing effect and the effect of distance, are shown to be connected with the semantic dimension of iconicity.",https://doi.org/10.1017/S0954394500000570,https://www.cambridge.org/core/journals/language-variation-and-change/article/processing-and-morphosemantic-effects-in-complementation-in-brazilian-portuguese/11DA39926A7D0CEDAD92002E9CC84A86
